hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
9592cbce6ad139871bedfb2822c8b8194555c380,7,0.4322144582221925,205,0,0,0,0,205.0,0.0,0
e50da36ee84547dd0566a38fe1350f015c4da482,1,0.0,0,16,16,0,0,1.0,16.0,0
d23d7a636579f23fbd86d99fd275bc0bec13f008,14,0.7009352831852114,704,2,12,0,0,58.83333333333334,0.8571428571428571,0
23e20c2dcac3bad7c701e233e4bcce81745e3f0a,5,0.9632218332313612,34,9,201,0,0,0.21393034825870647,40.2,0
c5ccc76f404960de72c96ba93423babe86e147de,4,0.7958528444113993,19,6,37,0,0,0.6756756756756757,9.25,0
f5290e239a63a28e9a63f0ec25ad657f49aaddb8,3,0.5816718657178868,16,4,30,0,0,0.6666666666666666,10.0,0
6948060ecebe899c6b977d54150851738b8e6f3b,1,0.0,0,13,26,0,0,0.5,26.0,0
075bc6cc693c0468720ccd4f3552692e8a805fc2,6,0.900914336399006,19,18,93,0,0,0.3978494623655914,15.5,0
b8f1e20f69d1931821c0037f5818f16edaaf7466,3,0.9782534167892908,5,18,30,0,0,0.7666666666666667,10.0,0
8589ea78093260ba6ef3fdfae5d503344a9fb267,1,0.0,16,0,17,0,0,0.9411764705882352,17.0,0
6111b020b3cf480b26ae38fdacd6ecacf3706cdf,9,0.8267047457175106,143,13,239,0,0,0.6527196652719666,26.555555555555557,0
21593bc7e90df5ebf8bd7375e80c8aa1e918a309,4,0.7193609377704335,7,17,108,0,0,0.2222222222222222,27.0,0
8da1a67cdf440d4e465f001fb3ddc9203968821d,1,0.0,11,0,0,0,0,11.0,0.0,0
ccd9e2b4f0897b1bbda8e6acf1ac264b2d8db44c,1,0.0,2,1,302,0,0,0.009933774834437088,302.0,0
aabae5e975dca2785936025428a11a0c1171736a,6,0.8583938147613877,16,58,104,0,0,0.7115384615384616,17.333333333333332,0
666a233e263462757f193ff563e2bcaa2e342fd6,1,0.0,11,3,57,0,0,0.2456140350877193,57.0,0
764134ec47e4a2b67638392d7e2fc071abe4074e,3,0.7907427323313919,17,0,65,0,0,0.26153846153846155,21.66666666666667,0
16122f8bd342f3f7e0a4f562742a03eac080f5ed,1,0.0,7,0,66,0,0,0.10606060606060606,66.0,0
adcb80d3086a853c1d34d279edf80b664bf79c4b,1,0.0,9,0,73,0,0,0.1232876712328767,73.0,0
b76499f93db9289eb130bd0fb2a6aebfc5b91c8f,1,0.0,11,0,82,0,0,0.13414634146341464,82.0,0
c8b0be77e6fbe12a897e2ed322706d765385f835,1,0.0,12,17,93,0,0,0.3118279569892473,93.0,0
f8a2e7e8e86ece2ed3f4c1fe83f9d5861b558cb6,3,0.9911594714322188,10,0,0,0,0,10.0,0.0,0
845cdc3699ee09b999f87a6731d773a94e61b05e,58,0.8281610195928779,12268,0,4,0,0,3067.0,0.06896551724137931,0
1c024582f4691c7d8f098ba5a9d2a4f86f88ef15,5,0.3758458082688406,193,2,10,0,0,19.5,2.0,0
dd4874983ae1a52f7bdfe5e7b7fe25069b544c46,4,0.7175570774373258,28,12,199,0,0,0.20100502512562812,49.75,0
2428dacfe257147d1977509bbe228d26dc0153b8,1,0.0,1,2,14,0,0,0.21428571428571427,14.0,0
44d49f13b4204c9adc368a0f96cee03034c7e283,1,0.0,3,6,33,0,0,0.2727272727272727,33.0,0
02b303c3f027fdc0645d9b3fba78a0d1187966ed,2,0.6665783579949205,18,5,13,0,0,1.7692307692307692,6.5,0
6bc89cdc3f295e86862c43ac1a8cd699e35a2857,1,0.0,1,2,22,0,0,0.13636363636363635,22.0,0
d9f4f11e7ed53197cbae4ce07989a3bb7dc28c75,1,0.0,4,2,21,0,0,0.2857142857142857,21.0,0
