hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
ccce66be272180bd427698b0488fee670e2b997a,4,0.4392319647627527,438,0,0,0,0,438.0,0.0,0
12e013dbac308f96b723f82095130d1a4416c155,3,0.1926681009195153,552,58,433,0,0,1.408775981524249,144.33333333333334,0
13ee61e4deaa70dfcf9d4498b3ac986da8b0e417,11,0.908286163810604,3165,932,932,0,0,4.395922746781116,84.72727272727273,1
da017ac9100c17cceb8493f25c54503d04d9eb40,1,0.0,686,0,0,0,0,686.0,0.0,0
1b95daa0c154fdddffa5ea018601004f9cd9419c,1,0.0,106,25,686,0,0,0.19096209912536444,686.0,0
b1dade34db9a667446c12cd0c3f93e598136b476,1,0.0,113,0,0,0,0,113.0,0.0,0
f8e347b557b5d423bce3c98c814881d74b5df246,1,0.0,151,1,113,0,0,1.3451327433628322,113.0,0
555b7d66c91b11292c3c46ba1408068bf7595d4e,1,0.0,42,1,263,0,0,0.1634980988593156,263.0,0
8163baab646c8ad76877ef073a707e88ea096bab,8,0.9211632911962782,2686,2686,3165,0,0,1.6973143759873617,395.625,0
2f49360de9ea24aa27fd28a1075c6962bea147ef,1,0.0,259,0,0,0,0,259.0,0.0,0
71557b165e0783f09d2a7c60154894987ea3c56a,1,0.0,106,611,767,0,0,0.9348109517601044,767.0,0
f8e7c95db31bdeb37677eeec0c912848d269f7de,1,0.0,200,0,0,0,0,200.0,0.0,1
90d360a7a9b845974c19f5ec80c8c71b02fc4719,1,0.0,102,14,304,0,0,0.3815789473684211,304.0,1
836faed9855883d49b3728feab0a1296577ca992,1,0.0,49,34,392,0,0,0.21173469387755106,392.0,0
d3a8df6b9f08e1e603c7c1ad2c017ac86f669bde,1,0.0,2,2,407,0,0,0.009828009828009828,407.0,0
f690f0e167ec1058a8dcd91092591b5e3bc4eef8,2,0.5243952392403632,103,83,671,0,0,0.27719821162444114,335.5,1
2c731fd129b55a6bb437d637a7187579a1c3b7ab,2,0.999643749677856,25,20,687,0,0,0.06550218340611354,343.5,1
dee09a40b2c848b9067bf864fe2804fcdd953202,2,0.3372900666170139,9,7,692,0,0,0.023121387283236997,346.0,0
c0065af6cb8ee0a451b4ef3391077e4e60a8bb8c,1,0.0,38,3,287,0,0,0.14285714285714285,287.0,1
e61db0d1c0325c4ca91e1a42d55bbc1d9a8f1744,3,0.4195261826092959,40,40,1353,0,0,0.059127864005912786,451.0,1
8e81e5e6ff748abbb9058f06eaad3037652e4eea,2,0.09597040299587188,53,28,1179,0,0,0.06870229007633588,589.5,1
9af479b3b95f0eddd031d9bfbbf72e60124722a4,1,0.0,23,175,798,0,0,0.2481203007518797,798.0,0
