hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
22e1f0621dc11d5260b5497d27496675812d5f7b,1,0.0,7,0,0,0,0,7.0,0.0,0
5f0cddfb8e584d94877765ce1ea0c30ae12f9399,1,0.0,2,19,19,0,0,1.1052631578947372,19.0,0
7b5fcbc07d4ff1ccf12f121666de7149aaf0c94b,1,0.0,1,2,2,0,0,1.5,2.0,0
2d76e02fcb9b45d0628829abfd437dce395db3e7,1,0.0,1,0,1,0,0,1.0,1.0,0
dae03f367f5adb6339e17b98857547e50ce47fbc,6,0.5646827245416629,329,13,16,1,0,21.375,2.6666666666666665,1
e4b636ecb4e489e22d4118f73634a822af4bec77,4,0.5259192067417908,6,24,361,1,0,0.08310249307479224,90.25,0
58709a04d985ff5905bb6b4acf38a88960d634db,1,0.0,1,1,3,0,0,0.6666666666666666,3.0,0
f528f05b0870521ec4f69f19ffd927b5238bc8a6,1,0.0,1,1,103,1,0,0.019417475728155338,103.0,0
69f2ba9941ef4fa629907cd018752a149edd9c48,1,0.0,1,1,103,1,0,0.019417475728155338,103.0,0
d18f777273120fb0dadfc139141d97b8c53c3f54,1,0.0,4,2,25,0,0,0.24,25.0,0
3f1d10bbf2f15c4cf3ef834facfd0b5bec258470,2,0.3912435636292557,24,2,5,0,0,5.2,2.5,0
9eb15147aa5bce4fdfd98f56d0ba86f050a7e199,1,0.0,0,23,25,0,0,0.92,25.0,0
88ebe7d656f24f31d1a1142655d783eb0283ca58,2,1.0,0,26,260,0,0,0.1,130.0,0
65f142c5ebb42300971e2e2d2ec7b440965e61c9,1,0.0,1,0,52,1,1,0.019230769230769232,52.0,0
2a8ef3d86c3cf06da8382050d31efe5f44b1efb8,1,0.0,3,0,243,1,1,0.012345679012345678,243.0,0
cd04b161b60566514e48083f2519723461cf1cc9,1,0.0,7,0,53,1,1,0.1320754716981132,53.0,0
04e8c6b276fd5e068d7493de1e261424a2b24f89,3,0.9898214145388748,37,89,164,1,0,0.7682926829268293,54.66666666666666,0
dca44ef71885cdd4dd95ad1b325290cb355497ad,1,0.0,23,13,112,0,0,0.32142857142857145,112.0,0
926e892e99ff2a31a32e54456a027ad2874fa9b7,4,0.7667546650876946,106,138,377,0,0,0.6472148541114059,94.25,1
ffb7aeff833b658f1ee481999dd7db2cb14122bc,1,0.0,32,0,0,0,0,32.0,0.0,0
9f23a9b2f0a0e6d5d923fbada223a7d122019d40,1,0.0,8,0,91,0,0,0.08791208791208792,91.0,0
a17aead2165301f9039098fbf8f73e4e129552e5,2,0.9601186626422924,51,43,387,1,0,0.24289405684754525,193.5,1
f4fde3baa66a488a68e8350553ed02517aff3ccf,1,0.0,3,2,66,1,0,0.07575757575757576,66.0,0
0b2659a805cdf553056f1daed1ec9086bb6bf33d,2,0.8453509366224365,44,0,0,0,0,44.0,0.0,0
02d260a1fc7e98060e03cc4f7f786470cd506391,1,0.0,1,1,329,1,0,0.0060790273556231,329.0,0
58b89addaa550bed84310012f3f56c031fcf9536,1,0.0,2,1,329,1,0,0.00911854103343465,329.0,1
b54faba143c0ed14f667b4332d9ace644a392073,1,0.0,4,2,330,1,0,0.01818181818181818,330.0,0
284804d43ac18e6dcc10828b20c2d43a2b7bae87,3,0.5094210136293045,63,4,411,1,0,0.1630170316301703,137.0,1
c7a08dfac27cac026b58a5780f2f5affed2c3f0d,1,0.0,2,0,68,1,0,0.029411764705882356,68.0,0
cbe06afd7d1d8da5bb73a49309d744f1d42d0207,1,0.0,1,1,70,1,0,0.028571428571428567,70.0,0
c9ef1ba1bc74de56dcc84a1bf115951e7aa20355,2,0.9182958340544896,3,3,137,0,0,0.043795620437956206,68.5,0
