hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
650111dc8c0800e5b7d4c878c1d454657b68efca,6,0.8260470875170459,181,0,0,0,0,181.0,0.0,0
8a12f89aaacfc0839d6ab1e62b4b5046930517ba,3,0.38684694518737617,43,18,130,0,0,0.4692307692307692,43.33333333333334,0
abb55a490964790a65ad5ef32397c6046d03d889,3,0.3470892250036761,78,2,107,0,0,0.7476635514018691,35.666666666666664,0
a78f57847592fbaba9b483e2ace1591c9f295c71,1,0.0,2,0,30,0,0,0.06666666666666668,30.0,0
c56e48f52e26a81d7a9f81fd74b0ea46d5434a90,3,0.5865403191991005,77,28,147,0,0,0.7142857142857143,49.0,0
c10a95de0869348ccf0f54d4f44f5b52b98e58f0,1,0.0,21,0,0,0,0,21.0,0.0,0
48c7171aa05cd69ab8d9cd6f3a8eed52f18792a4,3,0.6374925720318886,91,8,202,0,0,0.4900990099009901,67.33333333333333,0
f144b769fedd421f3ec24dfd3a4f10c681192337,3,0.29234457168661593,294,64,207,0,0,1.7294685990338163,69.0,0
95ac2396d65c42f7b801d8760dc00020d2f33e12,1,0.0,1,0,363,0,0,0.0027548209366391185,363.0,0
42825e44e14ca89ba97dd5c144f9f078fa762f1e,3,0.2199262831939075,65,30,477,0,0,0.19916142557651992,159.0,0
5557dfb54c8aeb35a781760fc2fb8334e53e98ea,3,0.8047322269843822,79,76,472,0,0,0.3283898305084746,157.33333333333334,0
764fbe335fbd8dab2b9a097a008bd80bf6582f89,2,0.4912373418243332,45,39,443,0,0,0.18961625282167044,221.5,0
b0ce3f92c68b13d7f437a21bedcc95727e271860,5,0.564140467671866,272,241,542,0,0,0.9464944649446494,108.4,0
99799032721a32220c32d4a74a950bdd07b13cb3,4,0.8641635076423124,90,25,458,0,0,0.2510917030567685,114.5,0
4100242fa2395bef8db0c5ffbab6f5d0cf95301d,17,0.8211903673207326,1066,0,0,0,0,1066.0,0.0,1
e95198a1c0b206bd3b565bb62d167ada71595099,11,0.8176137978808877,0,808,808,0,0,1.0,73.45454545454545,0
eff54c00d514e1edd74fbc789f9064d09db40b02,2,0.9910760598382222,50,13,232,0,0,0.27155172413793105,116.0,0
6807cf014cb0fde611f63c64bc352038206176cc,8,0.7977462760236739,125,15,417,0,0,0.33573141486810554,52.125,1
8b89d7416cf4e2396deac4ba41c23cdcdc8b9704,5,0.7831713790172495,65,26,403,0,0,0.2258064516129032,80.6,1
d38f7f3ef7ab803a8b9babda8f6be989f378429e,1,0.0,1,7,16,1,0,0.5,16.0,0
e227c38b330988d71087759d13303215561808c6,2,0.8631205685666309,3,4,213,0,0,0.03286384976525822,106.5,0
216baa551fdce6394aa640ee0806c79b38658daf,5,0.7901149792161682,23,3,517,0,0,0.050290135396518366,103.4,0
0bc9d3ae0d25844b4f5c924d869813ae51249b33,1,0.0,1,6,255,0,0,0.027450980392156862,255.0,0
110bf85aeb9dfe638aae5cef221e4b37bbb6de0d,1,0.0,0,2,118,0,0,0.01694915254237288,118.0,0
8e8547ff9a0a77f39f0ec46dcc0772706ff9371f,1,0.0,15,1,116,0,0,0.13793103448275862,116.0,0
40f47a9fb31aebd965dce03ae57c036d5360d124,5,0.593130785102237,18,43,482,0,0,0.12655601659751034,96.4,0
42f2f9b40d1295e18a5b720b0d1f6ad85e928d8a,8,0.9277260869853986,59,19,184,0,0,0.4239130434782609,23.0,1
9024c2e94e27aa7a40882e9beae62e0502fc2677,2,0.9182958340544896,3,3,21,0,0,0.2857142857142857,10.5,0
196c21f37632e213702995651fd739426b6ee13a,1,0.0,4,0,255,0,0,0.015686274509803918,255.0,0
4e156328752a19f6251a166de4f8a2de0b45da7d,3,0.8830374409547586,8,7,27,0,0,0.5555555555555556,9.0,0
a8bcb2edc63564522b89b9950ea0882d6b25f24a,1,0.0,1,0,43,0,0,0.02325581395348837,43.0,0
b749b950a1b4bede76b7e3900a6385779904902d,3,0.9850568223215076,6,2,508,1,0,0.015748031496062992,169.33333333333334,0
805aa03ec1871f6a766d9052b348ddce9e9843c3,30,0.819517041130449,545,258,1172,0,0,0.6851535836177475,39.06666666666667,1
d8285c2d49640aeb85785a9fccf6ad121de3aea7,1,0.0,2,1,56,1,0,0.05357142857142857,56.0,0
67c48f758f3a3aa435e4f2ccf41764ae596447fb,3,0.6961094714265039,10,5,269,1,0,0.055762081784386616,89.66666666666669,0
114738ca721b3fd90cb0b00b4fde3b61d3bd93dc,1,0.0,24,0,0,0,0,24.0,0.0,1
ded60f53089566835fc1d17880c602fb34a2d243,1,0.0,6,4,24,0,0,0.4166666666666667,24.0,1
09a8b9627a8e4686801d08c6d411228e189cc051,1,0.0,1,1,104,1,0,0.019230769230769232,104.0,0
aad7eacce6ed894c84b0b49567eaccbbe6bf0813,1,0.0,1,1,221,0,0,0.00904977375565611,221.0,0
60206e5288d78d1a5e2eccd799350bf96fc27d85,2,0.5665095065529053,14,1,16,0,0,0.9375,8.0,0
30fd23d7f5a2d468e39fa8b66bae508df88a4d0d,1,0.0,0,13,13,0,0,1.0,13.0,0
91b33659b562f26665cebc3c7d8aba6d57e9386c,2,0.9136617865655932,57,16,98,1,0,0.7448979591836735,49.0,1
033c0ae797e0bbb39a0687592d5b5f8eceb4d4dd,2,0.3650551896402848,27,16,139,0,0,0.30935251798561153,69.5,1
2169c85dbb011beb411a5c37ebc8d700b0984ce8,2,0.5665095065529053,13,2,150,0,0,0.1,75.0,0
177e666fc2b2781fde35dca72dbf1b3710213706,3,1.0,4,2,66,0,0,0.09090909090909093,22.0,0
d053cc892ddddd6faeb231c8f8f25a1c31507f42,1,0.0,2,2,112,1,0,0.03571428571428571,112.0,0
c25f8f8427da13a969afab700aebb00d87d60838,1,0.0,5,1,15,1,0,0.4,15.0,0
899233bf99bfb07e820e4c636bfabc62cfea981e,1,0.0,8,8,112,1,0,0.14285714285714285,112.0,0
26e10d0e3fadf1ff87da1650e30c1de34392b0d4,3,0.9939634466467264,4,53,269,0,0,0.21189591078066916,89.66666666666669,0
2d8e4e056b1b6f822d02d614955ee1f220e2fdda,2,0.7219280948873623,12,3,133,0,0,0.11278195488721805,66.5,0
b117f7bd4503e74160c42b4ac1de3f8ea1132731,1,0.0,1,1,32,0,0,0.0625,32.0,0
ecb82b0318f5dae29f4a00416fb279dff549c3b1,1,0.0,1,3,23,0,0,0.17391304347826084,23.0,0
d6c13a9e5caee653f7a8f3150c00aa574aa15700,2,0.3912435636292557,12,14,142,0,0,0.18309859154929575,71.0,0
ee74aec27cdc8ca9934f93c828ffbdc7da3c426c,1,0.0,3,4,108,0,0,0.06481481481481481,108.0,0
bed7d8c3a99425b8dfa5c5a9c6b1d49a46f5284f,3,0.9197173235750932,6,14,38,0,0,0.5263157894736842,12.666666666666664,1
7856656df0c60d038f2d2c584e3bf9a5420cc801,1,0.0,1,0,0,0,0,1.0,0.0,0
fabf7c255d33f3b187a7e40f3c94ac9cb8c3e5e2,1,0.0,1,1,30,0,0,0.06666666666666668,30.0,1
921519732728633517769eaa4a999f08100ce77d,2,0.6500224216483541,24,0,51,0,0,0.4705882352941176,25.5,0
d168f42b134508cec44627ee7f423f1ab8c1d1a5,1,0.0,1,1,20,0,0,0.1,20.0,0
e3b08c7f7412ceb1ee1c63fa6f189617e26a4bd4,1,0.0,1,1,20,0,0,0.1,20.0,0
8845b281fe9aafbc9f9b2a283fafbde9787f4734,1,0.0,6,4,55,0,0,0.18181818181818185,55.0,0
5e2e2f14229577b6294bafbd9b420b2a6deeb6f0,2,0.9910760598382222,7,2,119,1,0,0.07563025210084033,59.5,1
39c0c07786c9fd74f280297cae383ac3ba675901,1,0.0,1,1,237,0,0,0.008438818565400843,237.0,0
bbab859ae1a9ab3dc23ef2282178b22b934439e5,1,0.0,9,1,48,0,0,0.20833333333333331,48.0,0
2fe0e584354a6625b0b293aebc7a7820ad50213e,1,0.0,22,0,76,0,0,0.2894736842105263,76.0,0
338b5213fa6232dc6115b214495cf13ded6a3a17,1,0.0,17,2,98,0,0,0.19387755102040816,98.0,0
d4ed17845650d9a548ff0df362f3469878db2f91,1,0.0,6,22,123,0,0,0.22764227642276424,123.0,0
0fe8d1a15dab8c1da37b4e966ccfe9095f24fa76,1,0.0,4,0,113,0,0,0.035398230088495575,113.0,0
941742593c50dcb0e1ca426621d107f12c9ee65c,2,0.9709505944546686,1,4,199,0,0,0.02512562814070352,99.5,0
cb9fb6ef2f9ac38c4f1c3946252a542b1f3f15d7,4,0.8755550634552149,30,14,284,0,0,0.15492957746478872,71.0,0
136c9b5271fc205abffbbe5422b3c345858a533b,2,1.0,1,1,233,0,0,0.008583690987124462,116.5,0
a9df917d10e5f84090074e11213eb6d550c174cc,5,0.7091709236206707,72,47,800,0,0,0.14875,160.0,0
a1ed565081779e3f50e9f0ff280a813a46f3613d,1,0.0,1,1,93,0,0,0.021505376344086027,93.0,0
349ffcaf5f03b55d8ffe92999814ba97da5ca870,7,0.6691690815149703,45,121,883,0,0,0.18799546998867495,126.14285714285714,1
18bbda84b9c663fec6eede112a21cf1a48103303,3,0.8998336482256322,17,19,364,0,0,0.0989010989010989,121.33333333333331,0
cb4b4f6be6eeac3d2383614998a5e1436cb4226e,1,0.0,3,10,93,0,0,0.13978494623655913,93.0,0
84a4fd3ea11a55441cb5b8acd584c76fc325edcc,2,0.7742411580847272,34,45,295,0,0,0.2677966101694915,147.5,0
762a52edde09297e87c640797219c9bb8255d50a,3,0.9584114221179828,8,13,337,1,0,0.062314540059347175,112.33333333333331,0
3d15adaeb11a2f2f2961280026232743afc61398,2,0.9798687566511528,3,9,360,0,0,0.03333333333333333,180.0,0
b508ca38d44f458e3eabaa4ffd3500d80a71eb9e,1,0.0,7,5,56,0,0,0.21428571428571427,56.0,1
9473d17dd6703bbc570b5104672949758835a41b,1,0.0,1,1,20,0,0,0.1,20.0,0
31bfdbeb1a5911e4c313b6742dfb6cb70ee13a5c,1,0.0,1,1,58,0,0,0.03448275862068965,58.0,0
116a9ee82486fb31a9132db837569460fe1eb5da,1,0.0,13,0,20,0,0,0.65,20.0,0
659898ffaf24f74b62e73c487cd81bad21904790,1,0.0,32,0,0,0,0,32.0,0.0,0
b18302586c0eeea2e09c799544b9c0a855e11755,2,0.8524051786494786,1,125,371,1,0,0.33962264150943394,185.5,0
5921e5c84e13cafe90061629262f12dfe742c07a,4,0.9854752972273344,11,9,461,1,0,0.043383947939262466,115.25,0
b358fbdbe9cbd4ce644c4b2c7b9b4cec0811e14e,5,0.7673526404821517,46,45,510,0,0,0.1784313725490196,102.0,0
127c5b413c6fc3995d539d000ecea15cea8e3389,1,0.0,0,2,30,0,0,0.06666666666666668,30.0,0
8756664e064a18afc4713d921c318cd968f18433,8,0.6193045410042559,74,76,814,0,0,0.18427518427518427,101.75,0
