hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
5498600947186c16d18dc89580aea6297c030660,8,0.9202764100708076,116,0,0,0,0,116.0,0.0,0
5fa29da199057c742d43eb5b2bc213f945c71149,11,0.8908344442960872,170,60,112,0,0,2.0535714285714284,10.181818181818182,0
ca38da26197a7336b6546cbe2e69a79e19473d75,1,0.0,4,0,58,0,0,0.06896551724137931,58.0,0
b3a54f1c7e9d217ffc091e9b729a03ec79762ff3,5,0.6316043379881213,46,2,204,0,0,0.2352941176470588,40.8,0
9fc4649d2720c098cb74a5b621728d5075cb4c04,3,0.8868595071429146,8,0,62,0,0,0.12903225806451613,20.666666666666668,0
33d136ea2ed914ac1f53d7261efa3b8d13c6f877,4,0.8739231689730862,85,17,96,0,0,1.0625,24.0,0
7cf00bbd835a182ebab48f9b0d1c4781907e5eaf,2,0.9910760598382222,9,0,36,0,0,0.25,18.0,1
11cb36824b73abed63344badb39445dd605d90f3,1,0.0,8,1,63,0,0,0.14285714285714285,63.0,0
0c9eb2b22e3d5365bbcb847568e80c9ee9d1967f,2,0.8829589691462253,63,10,112,0,0,0.6517857142857143,56.0,0
d35502c6cb5546615b1b57423c5f48286d3c80d0,1,0.0,4,4,114,0,0,0.07017543859649122,114.0,0
f3dd65d27f451c6a71adf078d8079ecac162c8cf,9,0.7706452170148014,160,15,225,0,0,0.7777777777777778,25.0,0
18b02d2f52151d736cf57092285101809b9dc859,1,0.0,19,3,77,0,0,0.2857142857142857,77.0,0
9b80f5a7d0eee4c910cd3748a95c66c9fbd9d74b,6,0.8259994817303777,29,24,248,0,0,0.21370967741935484,41.333333333333336,0
559a3d182f9756b1a2315611f7b6f9b2928f44c3,6,0.7794292341638136,91,59,318,0,0,0.4716981132075472,53.0,0
537b9640038a5eefc05d3ca474bb5047ee838c4d,4,0.7427745393567203,43,2,187,0,0,0.2406417112299465,46.75,0
c1a9fb002f4db14b27bd208499ce568c1dd2da1c,5,0.8703627720627659,96,12,273,0,0,0.3956043956043956,54.6,0
04f025cfa157bc5434b43f09b2b8361d6d1d3996,1,0.0,2,8,30,0,0,0.3333333333333333,30.0,0
b9a52c793d7d8289bc3bbd4e166992cb0fe47fdb,1,0.0,7,1,86,0,0,0.09302325581395347,86.0,0
a0905cf8600e39fa37002582a4bbca972b410db0,1,0.0,3,4,24,0,0,0.2916666666666667,24.0,0
b971dfeac31fda165231834738e586083bbb30c3,1,0.0,18,0,105,0,0,0.17142857142857146,105.0,0
8a161d5f09b2c679efdc632c4b8f51a869346141,4,0.8696769360836004,13,7,161,0,0,0.12422360248447205,40.25,0
4444e46941d561f1c6f3a14073ea1f015a3d21d1,1,0.0,5,0,123,0,0,0.04065040650406504,123.0,0
a44f396c5d083c629ad6338bb992e263abc178d4,1,0.0,6,2,52,0,0,0.15384615384615385,52.0,1
ce43829e71bd6248d7990d4eba990e51bf957613,5,0.5590803770525243,6,35,168,0,0,0.24404761904761904,33.6,0
ed4f403de3c327a6e313e5a57f47164d3db46463,1,0.0,2,2,73,0,0,0.0547945205479452,73.0,0
2e96c25850c49ad509329ff2e9317957fadc3e30,10,0.8191726354424155,131,37,281,0,0,0.597864768683274,28.1,1
8d966f985a00269bc281ea528ac271a0ff055abf,1,0.0,14,6,80,0,0,0.25,80.0,0
d5a9b6896e59d2cf36fa02f188475fbf2f6edd9a,3,0.4980471827261499,54,26,104,0,0,0.7692307692307693,34.666666666666664,0
b9fc2b54ba3d4ce1f5d281fce243ff0662a94034,5,0.8683794349539601,76,5,272,0,0,0.2977941176470588,54.4,0
a12a81f846fd0a5f2cbbacd27bbc1717a8097785,3,0.2996287063888249,88,1,157,0,0,0.5668789808917197,52.33333333333334,0
54ca5b1a88c689f5ee4b617bb34085e49f6df8e8,2,0.3912435636292557,0,13,146,0,0,0.08904109589041095,73.0,0
af1a108592750595da185ce41d8c6edcdb83ad42,2,0.6500224216483541,13,5,81,0,0,0.2222222222222222,40.5,0
bf976a7b6de6abe8cc35130029f270c6252ce14b,2,1.0,15,9,89,0,0,0.2696629213483146,44.5,0
8c0a219e23bc6cb5c781eca0f3059009fc9d94da,2,1.0,9,15,95,0,0,0.25263157894736843,47.5,0
c622f820bc1d946e579e076d393b83250d7c7395,1,0.0,4,0,137,0,0,0.0291970802919708,137.0,0
7a29958e6893dd1c4b22a222ca76a6533318ef62,2,0.7219280948873623,1,4,86,0,0,0.05813953488372092,43.0,0
0868b4650448e2aae53272a543a2270c8f0e59a8,1,0.0,3,0,141,0,0,0.02127659574468085,141.0,0
09d3cb4ca49dff054034b11da049f4e155f7d201,4,0.7531290828426274,62,13,115,0,0,0.6521739130434783,28.75,0
