hash,NF,ENTROPY,LA,LD,LT,FIX,NBR,RELATIVE_CHURN,RELATIVE_LT,is_buggy
91696c9a806488db80e77aa0213420b47a5093a7,1,0.0,462,0,0,0,0,462.0,0.0,1
ac808785d2f7c239415e949c2c0b9719b20afa4a,1,0.0,39,38,462,0,0,0.16666666666666666,462.0,0
3bdf03aca0115640d4172e09cf6b77e7579141d2,1,0.0,29,10,463,0,0,0.08423326133909287,463.0,0
164e060fab2c7cc1670aed7ff5b8fde83e0dda96,1,0.0,6,4,482,0,0,0.020746887966804982,482.0,0
f84ac3c5c2cee63049d0e2b91a55a74a7b1cafdc,1,0.0,4,3,484,0,0,0.014462809917355372,484.0,1
854c6618cdad3f4d50b275ec33b23518a0544873,1,0.0,42,12,485,1,0,0.11134020618556703,485.0,0
6e946e072ac9e2f61e00e4dfddd23ff6f35f3db8,1,0.0,300,47,515,0,0,0.6737864077669903,515.0,1
3aded75b6c29ce56df93903d00e9839b2e90c55f,1,0.0,30,57,768,0,0,0.11328125,768.0,1
303b50fa321e525112690541f197107d904a2824,1,0.0,16,13,741,0,0,0.03913630229419703,741.0,0
53a4de21c1f65cb47eed6939a41f0bfaedd8db35,1,0.0,131,90,744,0,0,0.2970430107526882,744.0,0
0f5d07da0381afd08fa03b20d2efb35d49aeae35,1,0.0,12,2,785,0,0,0.017834394904458598,785.0,0
0f1f9eca352b3884bdede6c6d3f1c4140d9af079,1,0.0,28,16,795,0,0,0.055345911949685536,795.0,0
bbde9b2aeede72740afb370d3d08ae2fd216a748,1,0.0,37,0,0,0,0,37.0,0.0,0
0587be165d246ce7297dfbb461742e39f41025ac,1,0.0,1,1,37,0,0,0.054054054054054064,37.0,0
8230f669aed1704e9baf085b70e9de6a9206d5d0,1,0.0,29,17,807,1,0,0.057001239157372985,807.0,0
269baff79590de5abd70e8e05bf46547e4a28ee6,2,0.9964737279491276,712,819,819,0,0,1.8693528693528692,409.5,1
3f2aa2e2e0e02fe7e0151eb64d31265b578885ec,1,0.0,2,0,712,0,0,0.002808988764044944,712.0,0
d22b56d68169cbf5fcf9ddfb30b54fb5f155cc40,2,0.9994433330902991,35,37,37,0,0,1.945945945945946,18.5,1
0cb0846c31d1eaf3fcd5d2382ca595abfb2dda38,1,0.0,23,15,734,0,0,0.051771117166212535,734.0,0
9f11fbed671ffe845a11044d7c0a14a0775cb5ae,2,0.999986826106434,242,226,742,0,0,0.6307277628032345,371.0,1
7fa1416914f74dd4f260c21c16747a2cbf90e9aa,2,0.9997927658541268,30,29,758,0,0,0.07783641160949868,379.0,0
2c48103a2fc2ef4ccbd5d441da96dc77c7736109,1,0.0,6,3,477,0,0,0.018867924528301886,477.0,0
4e1ae19daee9a8e9437476af6b07a6aba950802c,1,0.0,95,10,480,0,0,0.21875,480.0,1
6200253df7b934c807eb3436b51a3b039406457d,1,0.0,71,58,565,0,0,0.2283185840707965,565.0,1
f29e141959a4bbb738453c3462518e52ebb218ce,1,0.0,71,38,589,0,0,0.18505942275042445,589.0,1
bcb535ea1fc2167a1e55ee5a6d8a0e7492b81605,1,0.0,1,1,622,0,0,0.003215434083601286,622.0,0
f639f201819cb2652cfcad67ed8633e0609cb440,2,0.976020648236615,16,6,879,0,0,0.02502844141069397,439.5,0
dfea30a36949bc24a698ac39d8a714fc8f1c9e82,1,0.0,30,17,629,0,0,0.07472178060413355,629.0,1
1ca771092a5a39cfea9c4cf843ba7f7c90a1dbcc,1,0.0,4,0,642,0,0,0.006230529595015576,642.0,0
2dc83f968760f835a138f0320db9eca60f8e0eca,1,0.0,1,1,646,1,0,0.0030959752321981426,646.0,0
b814145cf66e94b7ce5511077ca0ebcff6e67268,1,0.0,40,47,646,0,0,0.1346749226006192,646.0,0
9d9bd98292f8f38cbd3450d1abe94009b281b6e7,1,0.0,18,20,639,0,0,0.0594679186228482,639.0,0
5b4919a7af60ff39d1d47dea7e668fbde333dd84,1,0.0,73,75,639,0,0,0.23161189358372455,639.0,1
c6f3f15bbf5a0ccbff5a4f17e53804c0d3888446,1,0.0,27,6,635,0,0,0.051968503937007866,635.0,1
84dcf74395d1817c4a2a7861bd5d3787daa6700a,1,0.0,1,3,266,0,0,0.015037593984962403,266.0,0
49f777c1de22de7f0918439582d79d98d0b6e70a,1,0.0,6,16,656,1,0,0.03353658536585366,656.0,0
412e2e136193da510e859f73f9ff2ac21565df69,1,0.0,16,6,646,1,0,0.034055727554179564,646.0,0
7e423dde0fe863fadbd363de8a94746a30fca0ee,1,0.0,9,0,656,0,0,0.013719512195121951,656.0,0
9cd5d3b4438667394ab98895c75b4e1a2f8e76a0,1,0.0,35,19,665,0,0,0.081203007518797,665.0,0
6e419652da8eb07f46c768c083c46c206e0e2762,1,0.0,24,18,681,0,0,0.06167400881057269,681.0,1
964393fd7e5ed49088882a126cf82507184467ef,1,0.0,31,31,687,0,0,0.09024745269286756,687.0,0
8af508ee58e0abca6dbb6c30532410a1dd99866b,1,0.0,10,10,687,0,0,0.02911208151382824,687.0,0
062b50e32b22f4c419bb4b8e3d781b9eac056380,1,0.0,5,1,687,0,0,0.008733624454148471,687.0,0
93441a0455c683a17622ec2da6768c326e6d7a48,1,0.0,67,26,691,0,0,0.1345875542691751,691.0,1
8cdc631dca8d05f64ea8da466ecfe759a2f6e429,1,0.0,3,0,732,0,0,0.004098360655737704,732.0,0
ac42f7c14c9da6efb92e38270c9cc44879913ee1,1,0.0,2,1,735,0,0,0.004081632653061225,735.0,0
745614b606ebcca5f69f5c84bde1774ca2f11cc5,1,0.0,16,28,736,0,0,0.059782608695652176,736.0,0
6b018cee02f3517742880f80c293f5ae0a905b87,2,0.9182958340544896,24,12,1020,0,0,0.035294117647058816,510.0,1
67708a714f4c7883a0f623272383d1e9be3f4de9,1,0.0,7,1,732,1,0,0.01092896174863388,732.0,0
8195cac53b34938cb9ac6732be91b0e1fbea2193,1,0.0,5,3,738,0,0,0.010840108401084009,738.0,0
6a28d482af06a03ea88a1b131d2eac3b8777badb,1,0.0,52,0,740,0,0,0.07027027027027027,740.0,0
a7a9272e5ecaad16422356a8be7ae46641351ba7,1,0.0,3,5,740,1,0,0.010810810810810813,740.0,0
5820f308631a825a05feddddd0aafb962f272b9b,1,0.0,35,21,790,0,0,0.07088607594936709,790.0,0
399229d96d32865f9979217bdc06ea8fa56e962d,2,0.026704970702600073,195,179,1102,0,0,0.3393829401088929,551.0,1
fe1961e39809c90a76422332e91af67a5c65c31c,1,0.0,37,15,802,0,0,0.06483790523690773,802.0,1
51deb639d4fd75bbbaaebc46d3f5f7ceaaddd8e8,5,0.5937747845545728,198,33,317,0,0,0.7287066246056783,63.4,1
220e1a21e7bbb831d06551c72799dfedc1db979f,1,0.0,1,1,801,1,0,0.0024968789013732834,801.0,0
6ac6c5a6f11c0eac57c5835e22e7946258131f9d,4,0.5328453712076426,59,15,464,0,0,0.15948275862068967,116.0,1
